Px,Py
1.6963120378750949,28.997960481569585
10.511000485349692,3.0630980652561544
19.35439541750582,-20.68378462229921
9.65966009078243,2.162321247532392
18.293444230727136,25.353204208217758
19.62256122726337,13.536966361956303
15.26616186714636,-15.013292302881887
28.460609277010935,-22.436533416538722
31.525766771393155,-14.390772062254616
20.437465591095485,-9.603050692786699
26.903395097128406,-10.471782091168947
33.45238797245745,-2.1737633112846897
29.246598573208107,20.804663832548055
31.618374041859767,27.306208527481186
39.509127200811214,-5.610200697815988
