V (mL),pH,H3PO4
1e-08,2.279017907160893,-0.00029102251297493146
1.6482772671317432,2.3822601505229044,-0.0003773240272694582
3.0768700480591398,2.4855023938849157,-0.00048420267713352247
4.307007189867786,2.5887446372469265,-0.0006166917311083452
5.357833748418671,2.6919868806089378,-0.0007814665687993937
6.247561521406933,2.795229123970949,-0.0009872335231553913
6.994028631275216,2.8984713673329603,-0.0012451944530719483
7.614748471229854,3.0017136106949716,-0.0015696339026561022
8.126643833326288,3.104955854056983,-0.0019786683358232883
8.54566878818381,3.208198097418994,-0.002495194320537137
8.886466047136373,3.3114403407810054,-0.003148065150978342
9.162136558294845,3.4146825841430166,-0.003973509687873215
9.384140130542692,3.5179248275050274,-0.005016766988685482
9.562310689742269,3.6211670708670387,-0.006333816439056317
9.704954965842314,3.72440931422905,-0.007992880113370704
9.819002074034081,3.827651557591061,-0.010074960635931742
9.910176896177505,3.930893800953072,-0.012671883694709852
9.983177736991589,4.034136044315083,-0.015878903192050552
10.041845873531498,4.137378287677095,-0.019776731618417694
10.089320297191238,4.240620531039106,-0.02439534177356014
10.128174993343062,4.343862774401117,-0.029651662696052836
10.160538740910825,4.447105017763128,-0.03526266115523773
10.188198989151296,4.55034726112514,-0.04066589076732362
10.21269221257441,4.65358950448715,-0.045030749940188894
10.23538352107861,4.756831747849161,-0.04746164845024844
10.257538398621376,4.860073991211173,-0.04737660901832823
10.280389379287408,4.963316234573184,-0.04482019951410653
10.305200306453502,5.066558477935195,-0.04043494557329558
10.333330572006943,5.169800721297206,-0.03511971882736262
10.36630136550179,5.273042964659218,-0.029669028448819648
10.405865396225112,5.376285208021228,-0.024602233115842854
10.45408064631497,5.479527451383239,-0.020171086817205627
10.51338726594503,5.5827696947452505,-0.016442277315053704
10.586684456935446,5.686011938107262,-0.013380332970994602
10.677400778146461,5.789254181469273,-0.010905153059178501
10.789546420306596,5.892496424831284,-0.008924858926202931
10.927729473851361,5.995738668193296,-0.007351908487158213
11.097110343164175,6.098980911555307,-0.006109636347099455
11.303260487111851,6.202223154917318,-0.0051339130791466115
11.551886435203409,6.305465398279329,-0.004372585362883188
11.848382556800697,6.408707641641341,-0.0037840774881789676
12.197193374768059,6.511949885003352,-0.003335819283056812
12.601005393114814,6.615192128365363,-0.0030027941844130218
13.059851759286238,6.7184343717273745,-0.0027663193175730552
13.570290843573082,6.821676615089386,-0.0026130861624750886
14.124884276185231,6.924918858451395,-0.0025344564262783165
14.712208924736835,7.0281611018134065,-0.0025259977223960842
15.317553800169797,7.131403345175418,-0.002587244943095033
15.924276765847173,7.234645588537429,-0.002721679752150224
16.51558406408933,7.33788783189944,-0.0029369296636232276
17.07634403917503,7.4411300752614515,-0.003245198568845837
17.594533702827544,7.544372318623463,-0.0036639518963603227
18.06204985271124,7.647614561985474,-0.004216891583683481
18.47482542317003,7.750856805347485,-0.004935268153591324
18.832379011176197,7.854099048709497,-0.0058595879120980085
19.13702109835282,7.957341292071508,-0.007041779411812897
19.392977048462352,8.06058353543352,-0.008547872282856877
19.60552324312545,8.16382577879553,-0.010461214280070866
19.780345502871118,8.267068022157542,-0.012886128027329113
19.923052776906243,8.370310265519553,-0.01595168806209375
20.038875313485526,8.473552508881564,-0.0198147689681407
20.132503802721946,8.576794752243575,-0.024660482845616262
20.208030132462415,8.680036995605587,-0.03069615639634692
20.268954772489035,8.783279238967598,-0.03813156265905199
20.31823356772697,8.88652148232961,-0.04713294378193115
20.35834471467613,8.98976372569162,-0.057732930988821256
20.391363463261115,9.093005969053632,-0.06967989564830161
20.419037222206086,9.196248212415643,-0.08223700649105423
20.442857367542683,9.299490455777653,-0.09401941615197842
20.46412647538681,9.402732699139664,-0.10307490342698707
20.484021261831433,9.505974942501675,-0.10742270198398414
20.503652508621098,9.609217185863686,-0.10594094759811987
20.52412391229817,9.712459429225698,-0.0989913001520826
20.546592286753338,9.815701672587709,-0.08821293329947727
20.57233200008049,9.91894391594972,-0.07568064799401375
20.602807032826856,10.022186159311731,-0.06312638300148486
20.639754688697394,10.125428402673743,-0.05162575682290658
20.685285852211642,10.228670646035754,-0.04166250279849662
20.742007865046464,10.331912889397765,-0.03332931637725736
20.813177705977882,10.435155132759776,-0.02651197972241039
20.902895378422826,10.538397376121788,-0.021011605966218958
21.016350481489084,10.641639619483799,-0.01661214721970916
21.160139234261063,10.74488186284581,-0.01311227761265981
21.342675302998337,10.848124106207822,-0.010337448881227732
21.574726527252594,10.951366349569833,-0.008142089750313811
21.870122454832313,11.054608592931844,-0.006407466677951145
22.246696754449875,11.157850836293855,-0.005038005234173973
22.72755786265731,11.261093079655867,-0.003957383922983468
23.34282707674884,11.364335323017878,-0.0031049521653672323
24.132056973159724,11.46757756637989,-0.0024326570269417413
25.14766473319427,11.570819809741899,-0.0019024971296432729
26.45992226789829,11.67406205310391,-0.001484454632728507
28.164423110040417,11.777304296465921,-0.0011548348215022332
30.393549292330174,11.880546539827932,-0.000894942763999021
33.33491524194306,11.983788783189944,-0.0006900320599444871
37.26211738933462,12.087031026551955,-0.0005284730489805932
42.58890914852472,12.190273269913966,-0.00040109502000122173
49.97071660930125,12.293515513275977,-0.0003006667812333124
60.51024820096609,12.396757756637989,-0.00022148670985480475
76.21770612859841,12.5,-0.00015905933860710324
